row,col,lat,lon,population,jobs,income_index,car_ownership,transit_score,demand,gap_score,gap_class,gap_color
0,33,-1.289405066475027,37.002506469346415,200,418,33.8,0.263,0.0,1.6495260443784978,1.6495260443784978,Well Served,#1b5e20
0,34,-1.289405066475027,37.007897707237355,200,88,38.7,0.363,0.0,1.0752586851500885,1.0752586851500885,Well Served,#1b5e20
0,35,-1.289405066475027,37.01328894512829,200,199,18.4,0.155,0.0,2.1527387861972835,2.1527387861972835,Well Served,#1b5e20
0,36,-1.289405066475027,37.01868018301923,200,590,23.2,0.219,0.0,1.8157466268910059,1.8157466268910059,Well Served,#1b5e20
0,37,-1.289405066475027,37.02407142091017,200,366,12.0,0.162,0.0,2.0511730685560647,2.0511730685560647,Well Served,#1b5e20
0,38,-1.289405066475027,37.0294626588011,200,444,30.6,0.285,0.0,1.3750537247081143,1.3750537247081143,Well Served,#1b5e20
0,39,-1.289405066475027,37.03485389669204,200,0,10.0,0.128,0.0,2.0418016098865865,2.0418016098865865,Well Served,#1b5e20
1,0,-1.2840151994250808,36.824595618945466,200,0,17.9,0.208,0.0,1.2548417997605583,1.2548417997605583,Well Served,#1b5e20
1,1,-1.2840151994250808,36.829986856836406,200,364,17.1,0.25,0.0,1.2425565371177303,1.2425565371177303,Well Served,#1b5e20
1,2,-1.2840151994250808,36.83537809472734,200,0,14.7,0.103,0.0,1.8728565162530533,1.8728565162530533,Well Served,#1b5e20
1,3,-1.2840151994250808,36.84076933261828,200,196,19.7,0.232,0.0,1.3696987609067335,1.3696987609067335,Well Served,#1b5e20
1,4,-1.2840151994250808,36.84616057050922,200,217,29.6,0.29,0.0,1.1430758726963768,1.1430758726963768,Well Served,#1b5e20
1,5,-1.2840151994250808,36.85155180840015,225,121,23.6,0.267,0.0,1.7187499241025461,1.7187499241025461,Well Served,#1b5e20
1,6,-1.2840151994250808,36.85694304629109,200,255,34.4,0.4,0.0,0.673412145955833,0.673412145955833,Well Served,#1b5e20
1,7,-1.2840151994250808,36.86233428418203,299,0,31.6,0.336,0.0,2.6075326495996807,2.6075326495996807,Well Served,#1b5e20
1,8,-1.2840151994250808,36.867725522072966,200,0,34.6,0.385,0.0,0.7769092604295711,0.7769092604295711,Well Served,#1b5e20
1,9,-1.2840151994250808,36.87311675996391,200,200,29.0,0.254,0.0,1.495649451372638,1.495649451372638,Well Served,#1b5e20
1,10,-1.2840151994250808,36.87850799785485,200,437,36.3,0.28,0.0,1.4201156598498499,1.4201156598498499,Well Served,#1b5e20
1,11,-1.2840151994250808,36.88389923574578,400,183,24.9,0.259,0.0,5.355700247194339,5.355700247194339,Low Gap,#f9a825
1,12,-1.2840151994250808,36.88929047363672,385,545,31.4,0.354,0.0,4.221930597305061,4.221930597305061,Well Served,#1b5e20
1,13,-1.2840151994250808,36.89468171152766,287,242,38.1,0.338,0.0,2.682918976465068,2.682918976465068,Well Served,#1b5e20
1,14,-1.2840151994250808,36.90007294941859,200,314,30.4,0.303,0.0,1.382596927716817,1.382596927716817,Well Served,#1b5e20
1,15,-1.2840151994250808,36.90546418730953,200,0,35.5,0.413,0.0,0.8004214638304968,0.8004214638304968,Well Served,#1b5e20
1,16,-1.2840151994250808,36.910855425200474,299,0,31.0,0.277,0.0,3.436367629148944,3.436367629148944,Well Served,#1b5e20
1,17,-1.2840151994250808,36.91624666309141,347,238,31.4,0.344,0.0,3.810117508164068,3.810117508164068,Well Served,#1b5e20
1,18,-1.2840151994250808,36.92163790098235,200,228,32.6,0.336,0.0,1.292811402830321,1.292811402830321,Well Served,#1b5e20
1,19,-1.2840151994250808,36.92702913887329,307,718,43.1,0.363,0.0,3.0493809168053865,3.0493809168053865,Well Served,#1b5e20
1,20,-1.2840151994250808,36.93242037676422,435,352,24.9,0.206,0.0,7.131498845426776,7.131498845426776,Low Gap,#f9a825
1,21,-1.2840151994250808,36.93781161465516,611,204,25.3,0.252,0.0,10.19503497542478,10.19503497542478,Low Gap,#f9a825
1,22,-1.2840151994250808,36.9432028525461,405,269,28.1,0.198,5.131399302421613,6.624066200228645,6.284158913438167,Low Gap,#f9a825
1,23,-1.2840151994250808,36.948594090437034,480,124,51.9,0.501,32.91779040833981,4.2839292435592,2.873754393922805,Well Served,#1b5e20
1,24,-1.2840151994250808,36.953985328327974,200,409,36.8,0.329,57.57352582496551,1.41074726140668,0.5985303225357114,Well Served,#1b5e20
1,25,-1.2840151994250808,36.959376566218914,335,156,39.1,0.374,69.99999999999973,3.4826179789765472,1.0447853936929736,Well Served,#1b5e20
1,26,-1.2840151994250808,36.96476780410985,200,375,21.6,0.225,57.57352582499347,1.9883851713293204,0.8436017212136935,Well Served,#1b5e20
1,27,-1.2840151994250808,36.97015904200079,476,342,35.4,0.263,32.91779040837518,7.381612017450815,4.9517484447869204,Well Served,#1b5e20
1,28,-1.2840151994250808,36.97555027989173,200,226,30.1,0.215,5.131399302421613,2.028119119537895,1.924048229185648,Well Served,#1b5e20
1,29,-1.2840151994250808,36.98094151778266,200,108,23.1,0.216,0.0,2.0076063544318625,2.0076063544318625,Well Served,#1b5e20
1,30,-1.2840151994250808,36.9863327556736,200,381,35.4,0.345,0.0,1.3081857075954497,1.3081857075954497,Well Served,#1b5e20
1,31,-1.2840151994250808,36.99172399356454,460,821,22.8,0.19,0.0,7.968366636883342,7.968366636883342,Low Gap,#f9a825
1,32,-1.2840151994250808,36.997115231455474,200,207,31.0,0.306,0.0,1.4897667782782398,1.4897667782782398,Well Served,#1b5e20
1,33,-1.2840151994250808,37.002506469346415,200,532,17.3,0.245,0.0,1.8153148772403176,1.8153148772403176,Well Served,#1b5e20
1,34,-1.2840151994250808,37.007897707237355,200,206,16.6,0.116,0.0,2.463718890067311,2.463718890067311,Well Served,#1b5e20
1,35,-1.2840151994250808,37.01328894512829,200,666,23.0,0.212,0.0,1.9479498381379117,1.9479498381379117,Well Served,#1b5e20
1,36,-1.2840151994250808,37.01868018301923,200,322,10.0,0.172,0.0,2.0966223796386854,2.0966223796386854,Well Served,#1b5e20
1,37,-1.2840151994250808,37.02407142091017,200,248,25.4,0.265,0.0,1.5558497246371392,1.5558497246371392,Well Served,#1b5e20
1,38,-1.2840151994250808,37.0294626588011,200,328,40.4,0.358,0.0,1.0331974214646578,1.0331974214646578,Well Served,#1b5e20
1,39,-1.2840151994250808,37.03485389669204,200,333,27.2,0.303,0.0,1.2611350678649997,1.2611350678649997,Well Served,#1b5e20
2,0,-1.2786253323751346,36.824595618945466,200,0,27.4,0.299,0.0,0.9029336164360496,0.9029336164360496,Well Served,#1b5e20
2,1,-1.2786253323751346,36.829986856836406,200,198,17.3,0.164,0.0,1.6505265811247698,1.6505265811247698,Well Served,#1b5e20
2,2,-1.2786253323751346,36.83537809472734,200,0,20.0,0.16,0.0,1.6688704283517746,1.6688704283517746,Well Served,#1b5e20
2,3,-1.2786253323751346,36.84076933261828,200,60,22.5,0.175,0.0,1.6702846426869953,1.6702846426869953,Well Served,#1b5e20
2,4,-1.2786253323751346,36.84616057050922,200,233,14.5,0.123,0.0,2.0134444096056217,2.0134444096056217,Well Served,#1b5e20
2,5,-1.2786253323751346,36.85155180840015,200,314,13.4,0.125,0.0,2.058860841381469,2.058860841381469,Well Served,#1b5e20
2,6,-1.2786253323751346,36.85694304629109,200,254,28.7,0.264,0.0,1.3991091311885644,1.3991091311885644,Well Served,#1b5e20
2,7,-1.2786253323751346,36.86233428418203,200,0,15.5,0.18,0.0,1.82845207289185,1.82845207289185,Well Served,#1b5e20
2,8,-1.2786253323751346,36.867725522072966,200,297,39.3,0.45,0.0,0.5261575061430716,0.5261575061430716,Well Served,#1b5e20
2,9,-1.2786253323751346,36.87311675996391,286,118,43.1,0.379,0.0,2.27483865081846,2.27483865081846,Well Served,#1b5e20
2,10,-1.2786253323751346,36.87850799785485,283,0,27.2,0.278,0.0,2.9900295551935265,2.9900295551935265,Well Served,#1b5e20
2,11,-1.2786253323751346,36.88389923574578,200,399,24.3,0.26,0.0,1.6028324664460813,1.6028324664460813,Well Served,#1b5e20
2,12,-1.2786253323751346,36.88929047363672,200,289,39.3,0.474,0.0,0.49566242948036143,0.49566242948036143,Well Served,#1b5e20
2,13,-1.2786253323751346,36.89468171152766,329,465,28.6,0.326,0.0,3.6360088394397945,3.6360088394397945,Well Served,#1b5e20
2,14,-1.2786253323751346,36.90007294941859,781,327,38.8,0.285,0.0,12.682096684278262,12.682096684278262,Low Gap,#f9a825
2,15,-1.2786253323751346,36.90546418730953,872,193,31.5,0.296,0.0,14.217980869490795,14.217980869490795,Low Gap,#f9a825
2,16,-1.2786253323751346,36.910855425200474,1066,389,27.8,0.288,0.0,18.311848755676692,18.311848755676692,Low Gap,#f9a825
2,17,-1.2786253323751346,36.91624666309141,990,517,28.1,0.263,0.0,17.6758392610574,17.6758392610574,Low Gap,#f9a825
2,18,-1.2786253323751346,36.92163790098235,664,297,37.9,0.363,0.0,9.319673906726187,9.319673906726187,Low Gap,#f9a825
2,19,-1.2786253323751346,36.92702913887329,373,428,33.1,0.33,5.131620134504178,4.618652244039058,4.381640555541221,Well Served,#1b5e20
2,20,-1.2786253323751346,36.93242037676422,671,109,25.3,0.227,10.000000000000409,12.047119866992388,10.8424078802931,Low Gap,#f9a825
2,21,-1.2786253323751346,36.93781161465516,1007,226,43.9,0.391,5.131620134491676,14.731938030276096,13.97595093211361,Low Gap,#f9a825
2,22,-1.2786253323751346,36.9432028525461,502,677,53.6,0.463,9.99952508596963,5.251219133371371,4.726122158810663,Well Served,#1b5e20
2,23,-1.2786253323751346,36.948594090437034,985,393,39.1,0.38,39.99968339062006,14.764152646210116,8.858538332418217,Low Gap,#f9a825
2,24,-1.2786253323751346,36.953985328327974,773,226,51.5,0.448,69.99984169531004,9.619550596971008,2.8858804072910504,Well Served,#1b5e20
2,25,-1.2786253323751346,36.959376566218914,709,475,35.2,0.386,100.0,9.900493562501758,0.0,Well Served,#1b5e20
2,26,-1.2786253323751346,36.96476780410985,507,444,51.0,0.477,69.99984169534956,5.135015607252889,1.5405128111443736,Well Served,#1b5e20
2,27,-1.2786253323751346,36.97015904200079,200,254,28.0,0.228,39.9996833906596,2.0248550042032947,1.2149194134020496,Well Served,#1b5e20
2,28,-1.2786253323751346,36.97555027989173,561,424,43.0,0.366,9.99952508596963,7.652078028698346,6.886906566620685,Low Gap,#f9a825
2,29,-1.2786253323751346,36.98094151778266,200,391,28.5,0.224,0.0,2.041650610948589,2.041650610948589,Well Served,#1b5e20
2,30,-1.2786253323751346,36.9863327556736,386,562,59.2,0.517,0.0,2.9123891511846876,2.9123891511846876,Well Served,#1b5e20
2,31,-1.2786253323751346,36.99172399356454,409,527,30.2,0.216,0.0,6.629134846641614,6.629134846641614,Low Gap,#f9a825
2,32,-1.2786253323751346,36.997115231455474,200,533,16.3,0.15,0.0,2.4190663355594766,2.4190663355594766,Well Served,#1b5e20
2,33,-1.2786253323751346,37.002506469346415,424,437,22.6,0.3,0.0,5.870823727686325,5.870823727686325,Low Gap,#f9a825
2,34,-1.2786253323751346,37.007897707237355,200,500,34.4,0.392,0.0,1.0354848699060384,1.0354848699060384,Well Served,#1b5e20
2,35,-1.2786253323751346,37.01328894512829,200,521,25.4,0.26,0.0,1.726473321740268,1.726473321740268,Well Served,#1b5e20
2,36,-1.2786253323751346,37.01868018301923,371,20,43.1,0.398,0.0,3.6601690750256073,3.6601690750256073,Well Served,#1b5e20
2,37,-1.2786253323751346,37.02407142091017,200,256,39.4,0.335,0.0,1.2258821445029338,1.2258821445029338,Well Served,#1b5e20
2,38,-1.2786253323751346,37.0294626588011,200,0,22.1,0.214,0.0,1.788607345091295,1.788607345091295,Well Served,#1b5e20
2,39,-1.2786253323751346,37.03485389669204,200,229,13.4,0.149,0.0,2.079590949190139,2.079590949190139,Well Served,#1b5e20
3,0,-1.2732354653251887,36.824595618945466,200,248,13.0,0.094,0.0,1.9759331199938588,1.9759331199938588,Well Served,#1b5e20
3,1,-1.2732354653251887,36.829986856836406,200,0,14.7,0.176,0.0,1.5902147491881962,1.5902147491881962,Well Served,#1b5e20
3,2,-1.2732354653251887,36.83537809472734,200,144,22.5,0.253,0.0,1.309362878858987,1.309362878858987,Well Served,#1b5e20
3,3,-1.2732354653251887,36.84076933261828,200,334,33.4,0.408,0.0,0.6264498781316565,0.6264498781316565,Well Served,#1b5e20
3,4,-1.2732354653251887,36.84616057050922,496,57,34.8,0.318,0.0,6.033289326612917,6.033289326612917,Low Gap,#f9a825
3,5,-1.2732354653251887,36.85155180840015,259,76,26.5,0.252,5.131600257160606,2.535364059734314,2.40525931112503,Well Served,#1b5e20
3,6,-1.2732354653251887,36.85694304629109,200,0,37.2,0.377,9.999999999999176,0.8474960135285999,0.7627464121757469,Well Served,#1b5e20
3,7,-1.2732354653251887,36.86233428418203,200,418,25.5,0.3,5.131600257160606,1.3173693322235378,1.2497672041833998,Well Served,#1b5e20
3,8,-1.2732354653251887,36.867725522072966,200,253,37.5,0.411,0.0,0.7652633556224766,0.7652633556224766,Well Served,#1b5e20
3,9,-1.2732354653251887,36.87311675996391,200,401,10.0,0.06,0.0,2.641020950969524,2.641020950969524,Well Served,#1b5e20
3,10,-1.2732354653251887,36.87850799785485,200,3,33.3,0.282,0.0,1.476755840174421,1.476755840174421,Well Served,#1b5e20
3,11,-1.2732354653251887,36.88389923574578,200,0,36.4,0.266,0.0,1.594694010277671,1.594694010277671,Well Served,#1b5e20
3,12,-1.2732354653251887,36.88929047363672,764,221,38.8,0.356,0.0,10.884290407842068,10.884290407842068,Low Gap,#f9a825
3,13,-1.2732354653251887,36.89468171152766,546,6,40.9,0.465,0.0,5.572872995446784,5.572872995446784,Low Gap,#f9a825
3,14,-1.2732354653251887,36.90007294941859,200,682,44.4,0.415,0.0,0.91077782776721,0.91077782776721,Well Served,#1b5e20
3,15,-1.2732354653251887,36.90546418730953,1834,0,38.9,0.339,0.0,30.775930323652283,30.775930323652283,Moderate Gap,#f57c00
3,16,-1.2732354653251887,36.910855425200474,1462,452,46.8,0.435,0.0,20.510612140419365,20.510612140419365,Moderate Gap,#f57c00
3,17,-1.2732354653251887,36.91624666309141,1458,445,37.4,0.36,0.0,23.618807347662408,23.618807347662408,Moderate Gap,#f57c00
3,18,-1.2732354653251887,36.92163790098235,1436,448,60.0,0.563,15.146873486810108,15.225701927039578,12.919484118672084,Low Gap,#f9a825
3,19,-1.2732354653251887,36.92702913887329,1305,678,31.4,0.29,32.91786176809273,23.751365742166346,15.932923999125897,Low Gap,#f9a825
3,20,-1.2732354653251887,36.93242037676422,1519,923,48.3,0.46,39.999999999999446,20.885172496546193,12.531103497927832,Low Gap,#f9a825
3,21,-1.2732354653251887,36.93781161465516,1197,259,42.6,0.345,32.91786176807504,19.794829720813212,13.278795036090084,Low Gap,#f9a825
3,22,-1.2732354653251887,36.9432028525461,1427,791,41.5,0.433,15.146873486782154,20.649046629215324,17.521361660061423,Low Gap,#f9a825
3,23,-1.2732354653251887,36.948594090437034,968,350,35.1,0.3,32.91756504815863,16.882160877311435,11.324964588987655,Low Gap,#f9a825
3,24,-1.2732354653251887,36.953985328327974,822,339,28.2,0.324,57.57343674339195,13.449129865847933,5.706003589997339,Low Gap,#f9a825
3,25,-1.2732354653251887,36.959376566218914,1010,693,44.4,0.385,70.00000000000097,15.37224683869995,4.611674051609837,Well Served,#1b5e20
3,26,-1.2732354653251887,36.96476780410985,1076,296,47.8,0.492,57.573436743419904,13.205650206212635,5.602703538181504,Low Gap,#f9a825
3,27,-1.2732354653251887,36.97015904200079,721,437,31.4,0.266,32.917565048194,12.725437606725976,8.536533404864612,Low Gap,#f9a825
3,28,-1.2732354653251887,36.97555027989173,709,882,43.8,0.342,5.131040756757422,10.984328021506547,10.42071767386712,Low Gap,#f9a825
3,29,-1.2732354653251887,36.98094151778266,863,579,39.6,0.478,0.0,10.476095558360127,10.476095558360127,Low Gap,#f9a825
3,30,-1.2732354653251887,36.9863327556736,304,683,32.1,0.31,0.0,3.6437814863400018,3.6437814863400018,Well Served,#1b5e20
3,31,-1.2732354653251887,36.99172399356454,830,797,37.2,0.298,0.0,14.149124210744837,14.149124210744837,Low Gap,#f9a825
3,32,-1.2732354653251887,36.997115231455474,200,937,32.8,0.319,0.0,1.543631834060947,1.543631834060947,Well Served,#1b5e20
3,33,-1.2732354653251887,37.002506469346415,200,486,44.8,0.487,0.0,0.5675315448515337,0.5675315448515337,Well Served,#1b5e20
3,34,-1.2732354653251887,37.007897707237355,200,661,32.4,0.257,0.0,1.8240729301713887,1.8240729301713887,Well Served,#1b5e20
3,35,-1.2732354653251887,37.01328894512829,200,449,31.9,0.336,0.0,1.3454847670589272,1.3454847670589272,Well Served,#1b5e20
3,36,-1.2732354653251887,37.01868018301923,341,611,28.9,0.269,0.0,4.475356517166601,4.475356517166601,Well Served,#1b5e20
3,37,-1.2732354653251887,37.02407142091017,492,0,32.6,0.345,0.0,6.274861569795117,6.274861569795117,Low Gap,#f9a825
3,38,-1.2732354653251887,37.0294626588011,420,372,28.3,0.27,0.0,5.800507254244095,5.800507254244095,Low Gap,#f9a825
3,39,-1.2732354653251887,37.03485389669204,347,0,37.7,0.445,0.0,2.670104831578787,2.670104831578787,Well Served,#1b5e20
4,0,-1.2678455982752426,36.824595618945466,200,438,14.7,0.207,0.0,1.5222495342571083,1.5222495342571083,Well Served,#1b5e20
4,1,-1.2678455982752426,36.829986856836406,200,0,41.4,0.44,0.0,0.3792810288663546,0.3792810288663546,Well Served,#1b5e20
4,2,-1.2678455982752426,36.83537809472734,339,329,27.4,0.278,0.0,3.726159741662296,3.726159741662296,Well Served,#1b5e20
4,3,-1.2678455982752426,36.84076933261828,200,116,30.0,0.296,0.0,1.1857413795568614,1.1857413795568614,Well Served,#1b5e20
4,4,-1.2678455982752426,36.84616057050922,200,132,16.6,0.172,15.146784968270321,1.840745543357752,1.5619317740923342,Well Served,#1b5e20
4,5,-1.2678455982752426,36.85155180840015,376,0,25.5,0.279,32.917833775984285,4.515819173091715,3.0293093240693563,Well Served,#1b5e20
4,6,-1.2678455982752426,36.85694304629109,200,243,30.0,0.283,39.999999999999446,1.3822408310193255,0.829344498611603,Well Served,#1b5e20
4,7,-1.2678455982752426,36.86233428418203,200,114,39.0,0.36,32.917833775984285,1.0195899550905394,0.6839630284772028,Well Served,#1b5e20
4,8,-1.2678455982752426,36.867725522072966,300,417,19.4,0.27,15.146784968270321,3.470601238363744,2.9449167316826608,Well Served,#1b5e20
4,9,-1.2678455982752426,36.87311675996391,705,262,39.1,0.312,0.0,10.552577351601828,10.552577351601828,Low Gap,#f9a825
4,10,-1.2678455982752426,36.87850799785485,985,395,30.8,0.324,0.0,15.542040472312909,15.542040472312909,Low Gap,#f9a825
4,11,-1.2678455982752426,36.88389923574578,1220,335,30.2,0.295,0.0,20.924193082970653,20.924193082970653,Moderate Gap,#f57c00
4,12,-1.2678455982752426,36.88929047363672,1003,126,36.3,0.372,0.0,14.801149468590397,14.801149468590397,Low Gap,#f9a825
4,13,-1.2678455982752426,36.89468171152766,1029,465,36.2,0.331,0.0,16.6172498690581,16.6172498690581,Low Gap,#f9a825
4,14,-1.2678455982752426,36.90007294941859,1371,246,49.0,0.435,0.0,19.07693584417644,19.07693584417644,Low Gap,#f9a825
4,15,-1.2678455982752426,36.90546418730953,798,476,48.8,0.347,0.0,12.216768622307073,12.216768622307073,Low Gap,#f9a825
4,16,-1.2678455982752426,36.910855425200474,1576,737,34.1,0.359,0.0,26.08011595242773,26.08011595242773,Moderate Gap,#f57c00
4,17,-1.2678455982752426,36.91624666309141,1479,497,35.4,0.382,5.130862617231657,23.450134560069213,22.2469403722361,Moderate Gap,#f57c00
4,18,-1.2678455982752426,36.92163790098235,1687,447,40.4,0.349,32.91745308039575,28.768021708327197,19.298321660330526,Low Gap,#f9a825
4,19,-1.2678455982752426,36.92702913887329,1660,573,48.7,0.436,57.573392484149146,24.32851364898833,10.321763000296485,Low Gap,#f9a825
4,20,-1.2678455982752426,36.93242037676422,1952,569,44.2,0.471,69.99999999999973,27.16163603880007,8.148490811640094,Low Gap,#f9a825
4,21,-1.2678455982752426,36.93781161465516,1020,436,47.2,0.336,57.573392484121186,17.052349095844757,7.234733223131564,Low Gap,#f9a825
4,22,-1.2678455982752426,36.9432028525461,1308,319,40.7,0.391,32.917453080360396,20.485666977742465,13.742307162145204,Low Gap,#f9a825
4,23,-1.2678455982752426,36.948594090437034,2066,637,42.9,0.369,39.99943249247026,35.138168665220384,21.083100610885214,Moderate Gap,#f57c00
4,24,-1.2678455982752426,36.953985328327974,1522,910,36.7,0.259,69.99971624623514,30.194928321182925,9.058564175600788,Low Gap,#f9a825
4,25,-1.2678455982752426,36.959376566218914,1333,757,47.1,0.452,100.0,18.7471442354339,0.0,Well Served,#1b5e20
4,26,-1.2678455982752426,36.96476780410985,1270,958,36.0,0.312,69.99971624627467,22.91186266072993,6.873623811482822,Low Gap,#f9a825
4,27,-1.2678455982752426,36.97015904200079,1141,939,40.2,0.395,39.999432492509804,17.61880582503748,10.571383483065226,Low Gap,#f9a825
4,28,-1.2678455982752426,36.97555027989173,1288,1195,37.1,0.349,9.999148738744934,21.918471099768897,19.726810573244183,Low Gap,#f9a825
4,29,-1.2678455982752426,36.98094151778266,933,1181,39.5,0.391,0.0,14.082073487184113,14.082073487184113,Low Gap,#f9a825
4,30,-1.2678455982752426,36.9863327556736,622,526,22.4,0.222,0.0,11.543024539281596,11.543024539281596,Low Gap,#f9a825
4,31,-1.2678455982752426,36.99172399356454,200,670,39.1,0.387,0.0,1.2071848900458806,1.2071848900458806,Well Served,#1b5e20
4,32,-1.2678455982752426,36.997115231455474,200,1167,25.7,0.245,0.0,2.011378295434127,2.011378295434127,Well Served,#1b5e20
4,33,-1.2678455982752426,37.002506469346415,548,540,34.5,0.369,0.0,7.437601219054423,7.437601219054423,Low Gap,#f9a825
4,34,-1.2678455982752426,37.007897707237355,200,699,19.3,0.257,0.0,1.8619292990144447,1.8619292990144447,Well Served,#1b5e20
4,35,-1.2678455982752426,37.01328894512829,281,229,25.2,0.311,0.0,3.040101491703025,3.040101491703025,Well Served,#1b5e20
4,36,-1.2678455982752426,37.01868018301923,200,353,31.6,0.272,0.0,1.6841620594211695,1.6841620594211695,Well Served,#1b5e20
4,37,-1.2678455982752426,37.02407142091017,200,567,24.1,0.168,0.0,2.2135897583494604,2.2135897583494604,Well Served,#1b5e20
4,38,-1.2678455982752426,37.0294626588011,352,260,18.2,0.22,0.0,5.007473119947411,5.007473119947411,Low Gap,#f9a825
4,39,-1.2678455982752426,37.03485389669204,293,0,13.6,0.169,0.0,4.040268925018934,4.040268925018934,Well Served,#1b5e20
5,0,-1.2624557312252964,36.824595618945466,200,17,18.3,0.232,0.0,1.3374070685032107,1.3374070685032107,Well Served,#1b5e20
5,1,-1.2624557312252964,36.829986856836406,200,0,28.7,0.285,0.0,1.1510368536211768,1.1510368536211768,Well Served,#1b5e20
5,2,-1.2624557312252964,36.83537809472734,200,262,24.1,0.184,0.0,1.7471355362915875,1.7471355362915875,Well Served,#1b5e20
5,3,-1.2624557312252964,36.84076933261828,200,0,21.0,0.253,5.130685233246945,1.4175883350997909,1.3448563397225948,Well Served,#1b5e20
