row,col,lat,lon,population,vulnerability,shake_intensity,damage_ratio,damage_class,casualties,trapped,priority_score
2,3,15.57066622349982,32.55850870282223,2903,0.30072353970694277,7.091896236217881,0.23239682014855942,Minor,40,83,203
2,4,15.57066622349982,32.565968332200015,200,0.4716288391267132,7.123050809510279,0.3362729168419779,Moderate,3,4,13
2,5,15.57066622349982,32.57342796157779,901,0.39386004033343136,7.154822649758039,0.27284675667642505,Minor,11,20,53
2,6,15.57066622349982,32.58088759095557,819,0.5466698840827899,7.187070814248252,0.38206802943289314,Moderate,6,50,68
2,7,15.57066622349982,32.588347220333354,2136,0.4270869034196832,7.219592522764099,0.2428957684701203,Minor,23,92,161
2,8,15.57066622349982,32.59580684971113,1905,0.40612711650520283,7.252106088360197,0.3362484593096079,Moderate,33,49,148
2,9,15.57066622349982,32.603266479088916,1761,0.2742760954108158,7.284232133476312,0.15354761427012253,Minor,20,51,111
2,10,15.57066622349982,32.61072610846669,1439,0.5278458387076872,7.31547531820288,0.38019179646382273,Moderate,17,87,138
2,11,15.57066622349982,32.61818573784447,978,0.44366665254059473,7.345210838234422,0.2737049887135248,Minor,8,33,57
2,12,15.57066622349982,32.625645367222255,2021,0.3217010189896382,7.372682509756043,0.23669984877940173,Minor,27,27,108
2,13,15.57066622349982,32.63310499660003,2782,0.3248617620486035,7.397021527591896,0.33390535599227406,Moderate,45,125,260
2,14,15.57066622349982,32.64056462597782,2936,0.5017528271826361,7.417295146056618,0.28074768932798944,Minor,39,58,175
2,15,15.57066622349982,32.648024255355594,674,0.44501946423924715,7.432590015038,0.30336416953905254,Moderate,11,38,71
2,16,15.57066622349982,32.65548388473337,1150,0.450549628851167,7.442123989175103,0.41572410612482047,Moderate,27,76,157
2,17,15.57066622349982,32.662943514111156,2261,0.3599185058854094,7.445365019512085,0.29269804425547086,Minor,12,98,134
2,18,15.57066622349982,32.67040314348893,3048,0.6410532352628421,7.442123989175103,0.476965037126578,Moderate,38,135,249
2,19,15.57066622349982,32.67786277286672,1627,0.5611909523679331,7.432590015038,0.3843643770613604,Moderate,19,100,157
2,20,15.57066622349982,32.685322402244495,1456,0.35210809012701716,7.417295146056618,0.18365280596653186,Minor,10,32,62
2,21,15.57066622349982,32.69278203162228,2485,0.5736023523086137,7.397021527591896,0.3996620015698871,Moderate,59,87,264
2,22,15.57066622349982,32.70024166100006,1470,0.523162847217217,7.372682509756043,0.36919225615022344,Moderate,23,49,118
2,23,15.57066622349982,32.707701290377834,2273,0.40977471876426386,7.345210838234422,0.18221802089724873,Minor,5,31,46
2,24,15.57066622349982,32.71516091975562,2015,0.3427899940828589,7.31547531820288,0.20649159847140344,Minor,30,50,140
2,25,15.57066622349982,32.722620549133396,1864,0.3218654135981637,7.284232133476312,0.19478142101444984,Minor,15,46,91
2,26,15.57066622349982,32.73008017851118,1748,0.3452687600075301,7.252106088360197,0.2660228704319997,Minor,5,44,59
2,27,15.57066622349982,32.73753980788896,892,0.5361811995255428,7.219592522764099,0.3141998360846582,Moderate,14,15,57
2,28,15.57066622349982,32.744999437266735,1161,0.22486616327528366,7.187070814248252,0.21611632187985774,Minor,14,40,82
2,29,15.57066622349982,32.75245906664452,1056,0.11572484471932581,7.154822649758039,0.15263144823967026,Minor,5,14,29
3,0,15.577852712899748,32.53612981468889,754,0.3860371187813696,7.019213726461839,0.36087646299881604,Moderate,21,19,82
3,1,15.577852712899748,32.54358944406667,1531,0.39972120162615477,7.049642593858581,0.27172340278736695,Minor,8,46,70
3,2,15.577852712899748,32.55104907344445,1434,0.24320226099426356,7.0810739496509,0.15148000959085545,Minor,15,30,75
3,3,15.577852712899748,32.55850870282223,1122,0.5034394305759575,7.113505192713749,0.32235213470858215,Moderate,27,72,153
3,4,15.577852712899748,32.565968332200015,200,0.2822719612071106,7.146910013008057,0.11723865199709738,Minor,1,2,5
3,5,15.577852712899748,32.57342796157779,200,0.24851508521629187,7.181228130928563,0.26341930733135477,Minor,2,9,15
3,6,15.577852712899748,32.58088759095557,2154,0.33608337867159205,7.216351492427117,0.2279918776909756,Minor,17,51,102
3,7,15.577852712899748,32.588347220333354,1358,0.11062674833971226,7.252106088360197,0.06715952312544538,Intact,5,12,27
3,8,15.577852712899748,32.59580684971113,410,0.37948135885628625,7.288228758605112,0.24420139348447245,Minor,4,17,29
3,9,15.577852712899748,32.603266479088916,578,0.5160714613683188,7.324339017835854,0.2503748698038977,Minor,2,14,20
3,10,15.577852712899748,32.61072610846669,929,0.5161198698599763,7.359907505281958,0.39136118415283816,Moderate,27,38,119
3,11,15.577852712899748,32.61818573784447,1822,0.5329259824898187,7.394225623202464,0.398323081922101,Moderate,41,127,250
3,12,15.577852712899748,32.625645367222255,1591,0.29807892699084904,7.426385620563508,0.22072653702217854,Minor,27,28,109
3,13,15.577852712899748,32.63310499660003,2459,0.3736498413453943,7.455286218812402,0.26708129354738863,Minor,48,60,204
3,14,15.577852712899748,32.64056462597782,1239,0.5251723957149665,7.479683137432591,0.4209413773750868,Moderate,13,28,67
3,15,15.577852712899748,32.648024255355594,2475,0.48326511616222373,7.498300825226366,0.3214549652155162,Moderate,52,92,248
3,16,15.577852712899748,32.65548388473337,2287,0.5460812976195091,7.510004630224298,0.35819764777753516,Moderate,12,120,156
3,17,15.577852712899748,32.662943514111156,2881,0.37279851189107305,7.514001255353098,0.32403857091942345,Moderate,63,111,300
3,18,15.577852712899748,32.67040314348893,2467,0.4828624768016726,7.510004630224298,0.3354145012167193,Moderate,13,42,81
3,19,15.577852712899748,32.67786277286672,2710,0.5236083702927378,7.498300825226366,0.3157338623011037,Moderate,57,85,256
3,20,15.577852712899748,32.685322402244495,1896,0.36598866260340257,7.479683137432591,0.3435393749478167,Moderate,20,80,140
3,21,15.577852712899748,32.69278203162228,2767,0.22008579077082893,7.455286218812402,0.2043241398943376,Minor,39,36,153
3,22,15.577852712899748,32.70024166100006,1782,0.5136712805844819,7.426385620563508,0.4396369359316633,Moderate,47,78,219
3,23,15.577852712899748,32.707701290377834,687,0.45925389977301767,7.394225623202464,0.28718955899858056,Minor,6,38,56
3,24,15.577852712899748,32.71516091975562,816,0.576875025443224,7.359907505281958,0.4004944383813503,Moderate,11,54,87
3,25,15.577852712899748,32.722620549133396,1316,0.45712801692339156,7.324339017835854,0.24731360446993728,Minor,8,41,65
3,26,15.577852712899748,32.73008017851118,313,0.4221118060169384,7.288228758605112,0.29946911469445747,Minor,3,9,18
3,27,15.577852712899748,32.73753980788896,1692,0.22910916403068557,7.252106088360197,0.17932433666397898,Minor,19,46,103
3,28,15.577852712899748,32.744999437266735,200,0.44732420529060835,7.216351492427117,0.387519589398872,Moderate,4,4,16
3,29,15.577852712899748,32.75245906664452,200,0.40082663016364495,7.181228130928563,0.25228935000900804,Minor,1,6,9
4,0,15.585039202299676,32.53612981468889,200,0.25092998115256254,7.0345339904712185,0.06422782188522179,Intact,0,1,1
4,1,15.585039202299676,32.54358944406667,1565,0.17098472308873652,7.066502535772155,0.1034127154711696,Minor,8,17,41
4,2,15.585039202299676,32.55104907344445,1387,0.3949471245173009,7.099691637444675,0.23324927677876173,Minor,14,24,66
4,3,15.585039202299676,32.55850870282223,2506,0.44122299504334633,7.134135008533972,0.3312920907316821,Moderate,20,138,198
4,4,15.585039202299676,32.565968332200015,2204,0.36096416869292114,7.169848078742572,0.33018372041199706,Moderate,44,92,224
4,5,15.585039202299676,32.57342796157779,200,0.3789435702052598,7.2068175182900145,0.23480893691363777,Minor,0,2,2
4,6,15.585039202299676,32.58088759095557,506,0.4835498591697862,7.244986223209825,0.2881353660733242,Minor,2,16,22
4,7,15.585039202299676,32.588347220333354,1719,0.5642511887412547,7.284232133476312,0.44049844188637644,Moderate,48,126,270
4,8,15.585039202299676,32.59580684971113,1335,0.44551534966773754,7.324339017835854,0.2990398280729588,Minor,22,35,101
4,9,15.585039202299676,32.603266479088916,1593,0.4695996525708262,7.3649575422761835,0.29662216532849484,Minor,5,74,89
4,10,15.585039202299676,32.61072610846669,3268,0.38571431914680826,7.4055561868995206,0.3177421888963661,Moderate,21,174,237
4,11,15.585039202299676,32.61818573784447,3357,0.35756226458529555,7.445365019512085,0.19894598411002082,Minor,24,112,184
4,12,15.585039202299676,32.625645367222255,3366,0.6522658567640942,7.483322514528401,0.5426004620005075,Severe,33,327,426
4,13,15.585039202299676,32.63310499660003,2133,0.5265505872477128,7.518047529268127,0.37024221619636416,Moderate,12,63,99
4,14,15.585039202299676,32.64056462597782,1645,0.48106900058036467,7.547872874421744,0.3704643916059881,Moderate,41,68,191
4,15,15.585039202299676,32.648024255355594,3136,0.3965753579969771,7.570983334982408,0.3345920064643895,Moderate,69,207,414
4,16,15.585039202299676,32.65548388473337,2296,0.5392202342465771,7.585680002029944,0.4117269264558094,Moderate,41,140,263
4,17,15.585039202299676,32.662943514111156,1187,0.41398152101037605,7.590730039024169,0.28091302653501443,Minor,26,59,137
4,18,15.585039202299676,32.67040314348893,1992,0.501085530183745,7.585680002029944,0.35564300151864636,Moderate,17,106,157
4,19,15.585039202299676,32.67786277286672,2879,0.4322121440269597,7.570983334982408,0.2956867579766924,Minor,13,51,90
4,20,15.585039202299676,32.685322402244495,3371,0.42703764549958,7.547872874421744,0.28024849798743645,Minor,34,171,273
4,21,15.585039202299676,32.69278203162228,2024,0.5049056428348162,7.518047529268127,0.44800530422494034,Moderate,34,143,245
4,22,15.585039202299676,32.70024166100006,1624,0.5241461005188427,7.483322514528401,0.501927823161118,Severe,17,136,187
4,23,15.585039202299676,32.707701290377834,2196,0.580759501641192,7.445365019512085,0.46158385402584756,Moderate,19,138,195
4,24,15.585039202299676,32.71516091975562,1986,0.5062568472683956,7.4055561868995206,0.39523557964337924,Moderate,41,154,277
4,25,15.585039202299676,32.722620549133396,2374,0.4714766214620242,7.3649575422761835,0.3853561711021534,Moderate,66,132,330
4,26,15.585039202299676,32.73008017851118,666,0.4629752455620799,7.324339017835854,0.41383460781319176,Moderate,3,21,30
4,27,15.585039202299676,32.73753980788896,1155,0.30970680845832077,7.284232133476312,0.12483247921510586,Minor,3,13,22
4,28,15.585039202299676,32.744999437266735,1404,0.4301404019502808,7.244986223209825,0.30946165234995265,Moderate,34,56,158
4,29,15.585039202299676,32.75245906664452,396,0.3023640545084616,7.2068175182900145,0.10420432764748327,Minor,0,8,8
5,0,15.592225691699603,32.53612981468889,200,0.4658687548500694,7.048677494303845,0.3572787331808595,Moderate,3,10,19
5,1,15.592225691699603,32.54358944406667,1280,0.2586778339160941,7.0821401400019965,0.1968063968930507,Minor,17,38,89
5,2,15.592225691699603,32.55104907344445,1830,0.3473545092516174,7.117052097396794,0.26963957633013746,Minor,24,90,162
5,3,15.592225691699603,32.55850870282223,1225,0.43429358665456247,7.153490456238686,0.2677416945348193,Minor,10,36,66
5,4,15.592225691699603,32.565968332200015,2054,0.3700165038320149,7.191522649308632,0.3680373981428932,Moderate,53,113,272
5,5,15.592225691699603,32.57342796157779,2843,0.20156122599503257,7.231197037756255,0.1787484061370085,Minor,24,59,131
5,6,15.592225691699603,32.58088759095557,596,0.3283926764042023,7.27252832847838,0.22575818894332597,Minor,6,15,33
5,7,15.592225691699603,32.588347220333354,1396,0.3112115574484396,7.31547531820288,0.2537130199001626,Minor,14,56,98
5,8,15.592225691699603,32.59580684971113,2155,0.408115221289276,7.359907505281958,0.35827072815720096,Moderate,30,142,232
5,9,15.592225691699603,32.603266479088916,1475,0.41839928821151384,7.4055561868995206,0.32013725409131394,Moderate,32,85,181
5,10,15.592225691699603,32.61072610846669,1313,0.5294777059923113,7.451945462742714,0.44159784137564206,Moderate,8,68,92
5,11,15.592225691699603,32.61818573784447,3834,0.482422431028126,7.498300825226366,0.34479465289832406,Moderate,43,118,247
5,12,15.592225691699603,32.625645367222255,2636,0.7757074125927763,7.543441229713853,0.601309868634816,Severe,35,128,233
5,13,15.592225691699603,32.63310499660003,4365,0.682256921005848,7.585680002029944,0.5330367571158123,Severe,64,293,485
5,14,15.592225691699603,32.64056462597782,3283,0.3897492001915223,7.622794024339882,0.22534275713572322,Minor,41,99,222
5,15,15.592225691699603,32.648024255355594,3699,0.4767599181804799,7.652158117311494,0.44668342251063387,Moderate,116,322,670
5,16,15.592225691699603,32.65548388473337,3785,0.5123974959402485,7.671137516260071,0.43281328014658166,Moderate,46,183,321
5,17,15.592225691699603,32.662943514111156,3760,0.5107430146014635,7.6777179594907,0.32846957662914317,Moderate,78,160,394
5,18,15.592225691699603,32.67040314348893,2876,0.5047721812765317,7.671137516260071,0.5323623810949506,Severe,99,202,499
5,19,15.592225691699603,32.67786277286672,2253,0.4383829304274134,7.652158117311494,0.3970157658124178,Moderate,36,136,244
5,20,15.592225691699603,32.685322402244495,3668,0.4780969684549223,7.622794024339882,0.39457668629341014,Moderate,20,165,225
5,21,15.592225691699603,32.69278203162228,1930,0.5226663280621217,7.585680002029944,0.37932502357855075,Moderate,55,43,208
5,22,15.592225691699603,32.70024166100006,1375,0.3863897394229028,7.543441229713853,0.3147244725881261,Moderate,33,75,174
5,23,15.592225691699603,32.707701290377834,2326,0.3606531579301583,7.498300825226366,0.33418051976114793,Moderate,54,40,202
5,24,15.592225691699603,32.71516091975562,1319,0.4662047854036833,7.451945462742714,0.3885442412089342,Moderate,17,48,99
5,25,15.592225691699603,32.722620549133396,1604,0.5689633292455192,7.4055561868995206,0.4030130305435577,Moderate,47,99,240
5,26,15.592225691699603,32.73008017851118,1463,0.3363966588796167,7.359907505281958,0.2295599739555537,Minor,26,17,95
5,27,15.592225691699603,32.73753980788896,1384,0.6279704443312428,7.31547531820288,0.4684909584479442,Moderate,45,89,224
5,28,15.592225691699603,32.744999437266735,1557,0.37432244851838814,7.27252832847838,0.2773908479766603,Minor,13,81,120
5,29,15.592225691699603,32.75245906664452,652,0.48868543708324724,7.231197037756255,0.317547159214765,Moderate,12,36,72
6,0,15.599412181099533,32.53612981468889,571,0.3864478673070406,7.06145249877793,0.3167324373415429,Moderate,13,23,62
6,1,15.599412181099533,32.54358944406667,614,0.39248869196790837,7.096327880925772,0.2210161918493712,Minor,8,7,31
6,2,15.599412181099533,32.55104907344445,805,0.31765349123145636,7.132884639008375,0.29692745139337323,Minor,12,20,56
6,3,15.599412181099533,32.55850870282223,1890,0.3610423209155479,7.17124903084391,0.20918812582503915,Minor,10,24,54
6,4,15.599412181099533,32.565968332200015,972,0.4428494100026238,7.21154962372027,0.19793128983998548,Minor,6,12,30
6,5,15.599412181099533,32.57342796157779,2022,0.39359504960868175,7.253910640684605,0.24025298983787463,Minor,15,46,91
6,6,15.599412181099533,32.58088759095557,1010,0.155914216869796,7.29844028020516,0.13583414127509508,Minor,8,23,47
6,7,15.599412181099533,32.588347220333354,2160,0.5490313587171007,7.345210838234422,0.3910051274253072,Moderate,15,157,202
6,8,15.599412181099533,32.59580684971113,2118,0.5132442512928653,7.394225623202464,0.3684509139762768,Moderate,42,151,277
6,9,15.599412181099533,32.603266479088916,3573,0.4891869022710318,7.445365019512085,0.3400965786967205,Moderate,28,204,288
6,10,15.599412181099533,32.61072610846669,1925,0.4702240469466911,7.498300825226366,0.329396195182873,Moderate,48,64,208
6,11,15.599412181099533,32.61818573784447,3192,0.5373828792170675,7.552365647188634,0.4204135934126167,Moderate,97,84,375
6,12,15.599412181099533,32.625645367222255,3102,0.3938258310914995,7.606367643254011,0.30710952242962797,Moderate,39,76,193
6,13,15.599412181099533,32.63310499660003,2741,0.5409366222433704,7.658362511785986,0.5017027787524715,Severe,69,79,286
6,14,15.599412181099533,32.64056462597782,3008,0.4789634709350195,7.705455634180577,0.3203525510739378,Moderate,67,79,280
6,15,15.599412181099533,32.648024255355594,2835,0.6316743632888379,7.743820026016113,0.4216561942888121,Moderate,13,114,153
6,16,15.599412181099533,32.65548388473337,3470,0.4947235478027816,7.769213726461839,0.35386988307827105,Moderate,77,194,425
6,17,15.599412181099533,32.662943514111156,3458,0.3893484778116256,7.778138143936619,0.31245955242910883,Moderate,40,158,278
6,18,15.599412181099533,32.67040314348893,2989,0.4162107105068939,7.769213726461839,0.2823602468270885,Minor,53,108,267
6,19,15.599412181099533,32.67786277286672,3234,0.5808411309726289,7.743820026016113,0.44260084899506325,Moderate,31,230,323
6,20,15.599412181099533,32.685322402244495,3120,0.6081904199337099,7.705455634180577,0.42306003977387807,Moderate,21,216,279
6,21,15.599412181099533,32.69278203162228,3855,0.46458171315604013,7.658362511785986,0.4249347196015824,Moderate,77,110,341
6,22,15.599412181099533,32.70024166100006,920,0.6302068513029374,7.606367643254011,0.395769694014848,Moderate,28,30,114
6,23,15.599412181099533,32.707701290377834,3884,0.41985900716240926,7.552365647188634,0.3309031054450976,Moderate,34,116,218
6,24,15.599412181099533,32.71516091975562,2684,0.40895141380879235,7.498300825226366,0.26982537681122387,Minor,19,139,196
6,25,15.599412181099533,32.722620549133396,2055,0.5212266515847235,7.445365019512085,0.36045097055397113,Moderate,47,96,237
6,26,15.599412181099533,32.73008017851118,3199,0.1558181849618926,7.394225623202464,0.13676184489392648,Minor,22,57,123
6,27,15.599412181099533,32.73753980788896,2696,0.3630332507404647,7.345210838234422,0.20409363488427462,Minor,32,71,167
6,28,15.599412181099533,32.744999437266735,668,0.40797622743204964,7.29844028020516,0.23667028131075732,Minor,8,8,32
6,29,15.599412181099533,32.75245906664452,1555,0.3740197484257464,7.253910640684605,0.23838669346601785,Minor,17,45,96
7,0,15.60659867049946,32.53612981468889,200,0.44702781038393274,7.072667783457174,0.3899296240330624,Moderate,4,10,22
7,1,15.60659867049946,32.54358944406667,1223,0.3477432491567913,7.108835279583275,0.22483548124704647,Minor,7,47,68
7,2,15.60659867049946,32.55104907344445,1586,0.5256041961218606,7.146910013008057,0.3312490564381648,Moderate,12,44,80
7,3,15.60659867049946,32.55850870282223,1503,0.3954404931852386,7.187070814248252,0.2723556171077451,Minor,24,25,97
7,4,15.60659867049946,32.565968332200015,2831,0.49806034268491306,7.229513722064416,0.3547874539092344,Moderate,63,64,253
7,5,15.60659867049946,32.57342796157779,1266,0.3834461884601226,7.2744499910518305,0.34409343065572917,Moderate,5,48,63
7,6,15.60659867049946,32.58088759095557,1828,0.4935799535343941,7.322100377673758,0.36494715856049925,Moderate,33,46,145
7,7,15.60659867049946,32.588347220333354,1650,0.5740454677423743,7.372682509756043,0.49720005922066784,Moderate,42,140,266
7,8,15.60659867049946,32.59580684971113,1666,0.48148412951710573,7.426385620563508,0.32696018703321317,Moderate,20,106,166
7,9,15.60659867049946,32.603266479088916,3729,0.6089403749141475,7.483322514528401,0.4928123300904684,Moderate,94,256,538
7,10,15.60659867049946,32.61072610846669,1664,0.4120007938959211,7.543441229713853,0.3641999553575393,Moderate,36,63,171
7,11,15.60659867049946,32.61818573784447,2588,0.46599202862864725,7.606367643254011,0.2757393742302703,Minor,24,112,184
7,12,15.60659867049946,32.625645367222255,3699,0.6216039352716429,7.671137516260071,0.5753234784123525,Severe,78,366,600
7,13,15.60659867049946,32.63310499660003,4279,0.5554377726110273,7.735777126972284,0.40938115153375615,Moderate,135,114,519
7,14,15.60659867049946,32.64056462597782,4007,0.5018555503897952,7.796755831730394,0.4358625537911085,Moderate,129,219,606
7,15,15.60659867049946,32.648024255355594,2922,0.6485476313561956,7.848566521087868,0.5063155265021071,Severe,44,88,220
7,16,15.60659867049946,32.65548388473337,4475,0.393849023462485,7.884135008533971,0.33681977730900425,Moderate,92,221,497
7,17,15.60659867049946,32.662943514111156,1910,0.526879548108619,7.896910013008057,0.3668140360254852,Moderate,22,126,192
7,18,15.60659867049946,32.67040314348893,3670,0.39319085933545095,7.884135008533971,0.2920949196843908,Minor,52,176,332
7,19,15.60659867049946,32.67786277286672,4231,0.4300705613711433,7.848566521087868,0.25191629084316686,Minor,17,80,131
7,20,15.60659867049946,32.685322402244495,4000,0.4875274163182232,7.796755831730394,0.3437023560168032,Moderate,29,106,193
7,21,15.60659867049946,32.69278203162228,2108,0.4863561246856603,7.735777126972284,0.368348398083318,Moderate,35,41,146
7,22,15.60659867049946,32.70024166100006,896,0.32359384929385576,7.671137516260071,0.23180778401871205,Minor,9,12,39
7,23,15.60659867049946,32.707701290377834,1862,0.37031614979253474,7.606367643254011,0.2824214150263781,Minor,12,65,101
